*** Dátum: 6-2-2019 ***
*** Konfigurácia kyvadla: ***
Váha:;0.063000;Dåžka lanka:;0.530000
Ubehnutý èas:;Súradnica x:;Súradnica y:;Aktuálna výchylka:;Rýchlos;Zrýchlenie:;Uhlová rýchlos:;Uhlové zrýchlenie:;Potenciálna energia:;Kinetická energia:;Perióda:;Frekvencia:
56948;0.086499;0.070142;-0.119423;0.618562;1.168758;6.048198;2.205203;0.002138;0.012053;1.460395;0.684746
56980;0.086813;0.070772;-0.097221;0.628460;0.952233;6.055504;1.796666;0.001750;0.012441;1.460395;0.684746
57012;0.088071;0.071086;-0.084606;0.633351;0.828991;6.058987;1.564134;0.001555;0.012636;1.460395;0.684746
57044;0.088700;0.070772;-0.094171;0.628460;0.922454;6.056391;1.740480;0.001750;0.012441;1.460395;0.684746
57092;0.089329;0.071086;-0.082854;0.633351;0.811869;6.059433;1.531829;0.001555;0.012636;1.460395;0.684746
57124;0.090902;0.071086;-0.080764;0.633351;0.791435;6.059952;1.493274;0.001555;0.012636;1.460395;0.684746
57156;0.093104;0.071715;-0.058520;0.643021;0.573752;6.064655;1.082552;0.001166;0.013024;1.460395;0.684746
57188;0.094362;0.071086;-0.076518;0.633351;0.749906;6.060966;1.414917;0.001555;0.012636;1.460395;0.684746
57220;0.097507;0.070457;-0.091261;0.623531;0.894026;6.057210;1.686842;0.001944;0.012247;1.460395;0.684746
57252;0.095306;0.069199;-0.131884;0.603411;1.290035;6.043440;2.434028;0.002722;0.011469;1.460395;0.684746
57284;0.088700;0.068884;-0.156746;0.598276;1.531393;6.032531;2.889420;0.002916;0.011275;1.460395;0.684746
57316;0.090273;0.067312;-0.203378;0.571907;1.981410;6.006977;3.738509;0.003888;0.010303;1.460395;0.684746
57348;0.092160;0.067312;-0.197377;0.571907;1.923716;6.010639;3.629653;0.003888;0.010303;1.460395;0.684746
57380;0.091846;0.068884;-0.148978;0.598276;1.456070;6.036142;2.747302;0.002916;0.011275;1.460395;0.684746
57412;0.098451;0.070142;-0.099018;0.618562;0.969781;6.054969;1.829776;0.002138;0.012053;1.460395;0.684746
57460;0.101596;0.070772;-0.077547;0.628460;0.759977;6.060725;1.433919;0.001750;0.012441;1.460395;0.684746
57492;0.101282;0.070142;-0.095166;0.618562;0.932172;6.056105;1.758815;0.002138;0.012053;1.460395;0.684746
57524;0.100653;0.069828;-0.104708;0.613553;1.025307;6.053208;1.934541;0.002333;0.011858;1.460395;0.684746
57556;0.099395;0.068884;-0.133136;0.598276;1.302212;6.042935;2.457005;0.002916;0.011275;1.460395;0.684746
57588;0.097507;0.071401;-0.063905;0.638204;0.626483;6.063655;1.182044;0.001361;0.012830;1.460395;0.684746
57620;0.094677;0.070772;-0.085662;0.628460;0.839316;6.058714;1.583614;0.001750;0.012441;1.460395;0.684746
57653;0.090902;0.069828;-0.121064;0.613553;1.184739;6.047598;2.235357;0.002333;0.011858;1.460395;0.684746
57684;0.091531;0.069513;-0.129817;0.608504;1.269935;6.044262;2.396103;0.002527;0.011664;1.460395;0.684746
57716;0.080522;0.068884;-0.181320;0.598276;1.769016;6.019894;3.337767;0.002916;0.011275;1.460395;0.684746
57748;0.079893;0.068570;-0.195692;0.593096;1.907510;6.011647;3.599076;0.003110;0.011081;1.460395;0.684746
57780;0.072659;0.067941;-0.255740;0.582598;2.481550;5.970330;4.682170;0.003499;0.010692;1.460395;0.684746
57828;0.065110;0.066997;-0.358190;0.566486;3.439183;5.874078;6.489024;0.004082;0.010109;1.460395;0.684746
57860;0.056617;0.065739;-0.547684;0.544262;5.108179;5.608402;9.638075;0.004860;0.009331;1.460395;0.684746
57892;0.049383;0.064166;-0.853255;0.515136;7.391096;4.921952;13.945465;0.005832;0.008359;1.460395;0.684746
57924;0.044665;0.064481;-1.034064;0.521091;8.430558;4.340393;15.906714;0.005637;0.008553;1.460395;0.684746
57956;0.037745;0.061021;-1.886976;0.451278;9.323720;3.384661;17.591925;0.007776;0.006415;1.460395;0.684746
57988;0.031454;0.061335;-2.687995;0.458065;4.298764;5.754772;8.110876;0.007581;0.006609;1.460395;0.684746
58020;0.029567;0.061335;-2.988049;0.458065;1.500353;6.034042;2.830855;0.007581;0.006609;1.460395;0.684746
58052;0.027365;0.055988;2.998978;0.323901;-1.394315;6.038963;-2.630783;0.010886;0.003305;1.460395;0.684746
58084;0.026107;0.056932;2.841968;0.351320;-2.895538;5.933098;-5.463279;0.010303;0.003888;1.460395;0.684746
58116;0.026736;0.056617;2.920278;0.342424;-2.153415;5.995373;-4.063047;0.010497;0.003694;1.460395;0.684746
58149;0.027680;0.061021;2.991873;0.451278;-1.463269;6.035805;-2.760885;0.007776;0.006415;1.460395;0.684746
58196;0.030510;0.061650;-2.828389;0.464752;3.022541;5.920367;5.702907;0.007387;0.006804;1.460395;0.684746
58228;0.037430;0.063852;-1.672404;0.509111;9.759404;1.933157;18.413971;0.006026;0.008165;1.460395;0.684746
58260;0.042777;0.066053;-0.979915;0.549902;8.146713;4.530459;15.371157;0.004665;0.009525;1.460395;0.684746
58292;0.050326;0.067626;-0.537406;0.577277;5.021831;5.625805;9.475154;0.003694;0.010497;1.460395;0.684746
58324;0.057561;0.068255;-0.365443;0.587870;3.505733;5.866020;6.614591;0.003305;0.010886;1.460395;0.684746
58356;0.067626;0.070142;-0.176956;0.618562;1.726894;6.022273;3.258291;0.002138;0.012053;1.460395;0.684746
58388;0.076433;0.071401;-0.092040;0.638204;0.901640;6.056993;1.701208;0.001361;0.012830;1.460395;0.684746
58420;0.087128;0.071715;-0.064494;0.643021;0.632245;6.063540;1.192916;0.001166;0.013024;1.460395;0.684746
58452;0.098451;0.072659;-0.027025;0.657259;0.265087;6.068744;0.500164;0.000583;0.013608;1.460395;0.684746
58484;0.108831;0.072659;-0.023528;0.657259;0.230792;6.069013;0.435456;0.000583;0.013608;1.460395;0.684746
58516;0.118267;0.072344;-0.028068;0.652547;0.275314;6.068657;0.519461;0.000778;0.013413;1.460395;0.684746
58564;0.128647;0.072659;-0.018867;0.657259;0.185078;6.069313;0.349204;0.000583;0.013608;1.460395;0.684746
58596;0.138712;0.072030;-0.028569;0.647801;0.280229;6.068614;0.528733;0.000972;0.013219;1.460395;0.684746
58628;0.147834;0.071401;-0.036935;0.638204;0.362251;6.067783;0.683493;0.001361;0.012830;1.460395;0.684746
58660;0.156326;0.071086;-0.039404;0.633351;0.386451;6.067497;0.729153;0.001555;0.012636;1.460395;0.684746
58692;0.164190;0.070142;-0.051033;0.618562;0.500417;6.065900;0.944182;0.002138;0.012053;1.460395;0.684746
58724;0.170481;0.069828;-0.053203;0.613553;0.521671;6.065557;0.984284;0.002333;0.011858;1.460395;0.684746
58756;0.175199;0.069513;-0.055780;0.608504;0.546913;6.065131;1.031912;0.002527;0.011664;1.460395;0.684746
58788;0.178344;0.068570;-0.067202;0.593096;0.658751;6.062999;1.242927;0.003110;0.011081;1.460395;0.684746
58820;0.179917;0.067941;-0.074809;0.582598;0.733194;6.061358;1.383384;0.003499;0.010692;1.460395;0.684746
58852;0.179917;0.067941;-0.074809;0.582598;0.733194;6.061358;1.383384;0.003499;0.010692;1.460395;0.684746
58884;0.178030;0.068884;-0.063137;0.598276;0.618962;6.063803;1.167852;0.002916;0.011275;1.460395;0.684746
58932;0.174570;0.069513;-0.056020;0.608504;0.549267;6.065090;1.036353;0.002527;0.011664;1.460395;0.684746
58964;0.169537;0.070142;-0.049097;0.618562;0.481451;6.066194;0.908398;0.002138;0.012053;1.460395;0.684746
58997;0.162932;0.070457;-0.046830;0.623531;0.459233;6.066525;0.866477;0.001944;0.012247;1.460395;0.684746
59028;0.154125;0.071086;-0.040095;0.633351;0.393225;6.067413;0.741935;0.001555;0.012636;1.460395;0.684746
59061;0.145317;0.071715;-0.032342;0.643021;0.317222;6.068265;0.598531;0.001166;0.013024;1.460395;0.684746
59092;0.135252;0.072344;-0.023598;0.652547;0.231472;6.069008;0.436740;0.000778;0.013413;1.460395;0.684746
59124;0.124558;0.072659;-0.019671;0.657259;0.192965;6.069266;0.364085;0.000583;0.013608;1.460395;0.684746
59156;0.113234;0.072659;-0.022304;0.657259;0.218783;6.069098;0.412799;0.000583;0.013608;1.460395;0.684746
59188;0.102540;0.072344;-0.034039;0.652547;0.333861;6.068094;0.629926;0.000778;0.013413;1.460395;0.684746
59220;0.091217;0.072030;-0.050241;0.647801;0.492654;6.066022;0.929536;0.000972;0.013219;1.460395;0.684746
59252;0.079579;0.071401;-0.086366;0.638204;0.846198;6.058530;1.596600;0.001361;0.012830;1.460395;0.684746
59300;0.069828;0.070772;-0.137189;0.628460;1.341607;6.041270;2.531333;0.001750;0.012441;1.460395;0.684746
59333;0.060392;0.069513;-0.256018;0.608504;2.484191;5.970113;4.687153;0.002527;0.011664;1.460395;0.684746
59364;0.051270;0.067626;-0.516014;0.577277;4.840426;5.660907;9.132879;0.003694;0.010497;1.460395;0.684746
59396;0.045294;0.065739;-0.881502;0.544262;7.570326;4.840657;14.283635;0.004860;0.009331;1.460395;0.684746
59428;0.039632;0.064481;-1.383843;0.521091;9.639061;2.616849;18.186909;0.005637;0.008553;1.460395;0.684746
59460;0.033656;0.062279;-2.305144;0.477846;7.281649;4.968771;13.738962;0.006998;0.007193;1.460395;0.684746
59492;0.028938;0.060077;-3.095089;0.430277;0.456032;6.066571;0.860439;0.008359;0.005832;1.460395;0.684746
59524;0.028623;0.056303;3.141593;0.333291;-0.000000;6.069853;-0.000000;0.010692;0.003499;1.460395;0.684746
59556;0.028309;0.056932;3.103861;0.351320;-0.370057;6.067692;-0.698221;0.010303;0.003888;1.460395;0.684746
59588;0.028623;0.055674;3.141593;0.314230;-0.000000;6.069853;-0.000000;0.011081;0.003110;1.460395;0.684746
59636;0.027994;0.057875;3.061635;0.376748;-0.783546;6.060149;-1.478389;0.009720;0.004471;1.460395;0.684746
59668;0.031769;0.060392;-2.674106;0.437389;4.420815;5.734979;8.341162;0.008165;0.006026;1.460395;0.684746
59700;0.037745;0.064481;-1.570796;0.521091;9.810000;0.000000;18.509435;0.005637;0.008553;1.460395;0.684746
59732;0.042148;0.065424;-1.087665;0.538563;8.687192;4.137104;16.390929;0.005054;0.009137;1.460395;0.684746
59764;0.049068;0.067312;-0.596998;0.571907;5.514811;5.519986;10.405304;0.003888;0.010303;1.460395;0.684746
59796;0.055674;0.068570;-0.367887;0.593096;3.528113;5.863268;6.656817;0.003110;0.011081;1.460395;0.684746
59828;0.065739;0.070142;-0.185903;0.618562;1.813226;6.017333;3.421181;0.002138;0.012053;1.460395;0.684746
59860;0.073602;0.070772;-0.125708;0.628460;1.229953;6.045857;2.320667;0.001750;0.012441;1.460395;0.684746
59892;0.083982;0.071715;-0.068155;0.643021;0.668087;6.062803;1.260542;0.001166;0.013024;1.460395;0.684746
59924;0.094362;0.072344;-0.038273;0.652547;0.375365;6.067630;0.708236;0.000778;0.013413;1.460395;0.684746
59956;0.104427;0.072659;-0.024895;0.657259;0.244195;6.068912;0.460744;0.000583;0.013608;1.460395;0.684746
60004;0.114493;0.072659;-0.021977;0.657259;0.215578;6.069120;0.406752;0.000583;0.013608;1.460395;0.684746
60036;0.124872;0.072659;-0.019607;0.657259;0.192334;6.069269;0.362895;0.000583;0.013608;1.460395;0.684746
60069;0.134623;0.072030;-0.029671;0.647801;0.291034;6.068517;0.549121;0.000972;0.013219;1.460395;0.684746
60099;0.143430;0.071715;-0.032874;0.643021;0.322433;6.068213;0.608365;0.001166;0.013024;1.460395;0.684746
60131;0.151294;0.071401;-0.035894;0.638204;0.352040;6.067898;0.664227;0.001361;0.012830;1.460395;0.684746
60164;0.158843;0.070772;-0.043471;0.628460;0.426320;6.066985;0.804378;0.001750;0.012441;1.460395;0.684746
60196;0.165134;0.070457;-0.046075;0.623531;0.451834;6.066631;0.852517;0.001944;0.012247;1.460395;0.684746
60228;0.169537;0.069828;-0.053559;0.613553;0.525159;6.065499;0.990866;0.002333;0.011858;1.460395;0.684746
60260;0.172368;0.069513;-0.056877;0.608504;0.557667;6.064943;1.052202;0.002527;0.011664;1.460395;0.684746
60292;0.174255;0.068884;-0.064772;0.598276;0.634971;6.063485;1.198058;0.002916;0.011275;1.460395;0.684746
60324;0.173941;0.068570;-0.069236;0.593096;0.678667;6.062577;1.280503;0.003110;0.011081;1.460395;0.684746
60372;0.172682;0.069199;-0.061116;0.603411;0.599178;6.064184;1.130525;0.002722;0.011469;1.460395;0.684746
60403;0.169537;0.069828;-0.053559;0.613553;0.525159;6.065499;0.990866;0.002333;0.011858;1.460395;0.684746
60436;0.165134;0.069828;-0.055285;0.613553;0.542074;6.065214;1.022781;0.002333;0.011858;1.460395;0.684746
60469;0.158214;0.070772;-0.043682;0.628460;0.428388;6.066957;0.808279;0.001750;0.012441;1.460395;0.684746
60499;0.150665;0.071401;-0.036079;0.638204;0.353854;6.067877;0.667649;0.001361;0.012830;1.460395;0.684746
60531;0.142487;0.071715;-0.033146;0.643021;0.325104;6.068186;0.613404;0.001166;0.013024;1.460395;0.684746
60564;0.133680;0.072344;-0.023951;0.652547;0.234936;6.068982;0.443276;0.000778;0.013413;1.460395;0.684746
60595;0.123929;0.072344;-0.026401;0.652547;0.258965;6.068795;0.488613;0.000778;0.013413;1.460395;0.684746
60628;0.112920;0.072659;-0.022387;0.657259;0.219599;6.069092;0.414338;0.000583;0.013608;1.460395;0.684746
60660;0.103484;0.072344;-0.033610;0.652547;0.329655;6.068138;0.621990;0.000778;0.013413;1.460395;0.684746
60692;0.092789;0.072030;-0.049010;0.647801;0.480594;6.066208;0.906781;0.000972;0.013219;1.460395;0.684746
60740;0.082409;0.072030;-0.058463;0.647801;0.573194;6.064665;1.081498;0.000972;0.013219;1.460395;0.684746
60772;0.074231;0.071401;-0.096477;0.638204;0.944970;6.055723;1.782963;0.001361;0.012830;1.460395;0.684746
60804;0.066997;0.070457;-0.163569;0.623531;1.597464;6.029208;3.014083;0.001944;0.012247;1.460395;0.684746
60836;0.059134;0.069513;-0.266454;0.608504;2.583088;5.961791;4.873752;0.002527;0.011664;1.460395;0.684746
60868;0.051585;0.067941;-0.483506;0.582598;4.560531;5.711375;8.604775;0.003499;0.010692;1.460395;0.684746
60900;0.047181;0.066053;-0.772674;0.549902;6.847897;5.136280;12.920562;0.004665;0.009525;1.460395;0.684746
60931;0.042777;0.064166;-1.176005;0.515136;9.055385;3.764363;17.085632;0.005832;0.008359;1.460395;0.684746
60963;0.039947;0.063852;-1.421819;0.509111;9.701338;2.338486;18.304412;0.006026;0.008165;1.460395;0.684746
60996;0.037430;0.062593;-1.792111;0.484261;9.570732;2.843855;18.057985;0.006804;0.007387;1.460395;0.684746
61028;0.034914;0.060392;-2.252754;0.437389;7.615896;4.818998;14.369617;0.008165;0.006026;1.460395;0.684746
61060;0.034599;0.060077;-2.309464;0.430277;7.253186;4.980621;13.685256;0.008359;0.005832;1.460395;0.684746
61108;0.037430;0.061964;-1.845970;0.471345;9.440929;3.163983;17.813074;0.007193;0.006998;1.460395;0.684746
61140;0.040261;0.063223;-1.456635;0.496841;9.746143;2.048643;18.388950;0.006415;0.007776;1.460395;0.684746
61172;0.042777;0.065424;-1.047839;0.538563;8.498852;4.289650;16.035571;0.005054;0.009137;1.460395;0.684746
61204;0.047181;0.066368;-0.743418;0.555485;6.639486;5.207918;12.527333;0.004471;0.009720;1.460395;0.684746
61236;0.050326;0.067941;-0.510365;0.582598;4.792142;5.669926;9.041777;0.003499;0.010692;1.460395;0.684746
61268;0.056303;0.068570;-0.359707;0.593096;3.453120;5.872406;6.515321;0.003110;0.011081;1.460395;0.684746
61300;0.064795;0.070142;-0.190724;0.618562;1.859681;6.014569;3.508832;0.002138;0.012053;1.460395;0.684746
61332;0.072344;0.070772;-0.129316;0.628460;1.265056;6.044459;2.386899;0.001750;0.012441;1.460395;0.684746
61364;0.081151;0.071715;-0.071825;0.643021;0.704001;6.062023;1.328305;0.001166;0.013024;1.460395;0.684746
61396;0.091217;0.072344;-0.040196;0.652547;0.394213;6.067401;0.743797;0.000778;0.013413;1.460395;0.684746
61428;0.101282;0.072344;-0.034629;0.652547;0.339638;6.068033;0.640827;0.000778;0.013413;1.460395;0.684746
61477;0.110718;0.072659;-0.022987;0.657259;0.225487;6.069051;0.425448;0.000583;0.013608;1.460395;0.684746
61508;0.120469;0.072344;-0.027396;0.652547;0.268717;6.068714;0.507013;0.000778;0.013413;1.460395;0.684746
61540;0.129905;0.072659;-0.018633;0.657259;0.182779;6.069326;0.344866;0.000583;0.013608;1.460395;0.684746
61572;0.138712;0.072344;-0.022856;0.652547;0.224199;6.069060;0.423018;0.000778;0.013413;1.460395;0.684746
61604;0.146261;0.071715;-0.032083;0.643021;0.314678;6.068291;0.593733;0.001166;0.013024;1.460395;0.684746
61635;0.153496;0.071401;-0.035261;0.638204;0.345837;6.067966;0.652523;0.001361;0.012830;1.460395;0.684746
61668;0.160101;0.071086;-0.038273;0.633351;0.375365;6.067630;0.708236;0.001555;0.012636;1.460395;0.684746
61700;0.165134;0.070142;-0.050680;0.618562;0.496962;6.065955;0.937664;0.002138;0.012053;1.460395;0.684746
61732;0.168593;0.069828;-0.053920;0.613553;0.528694;6.065440;0.997536;0.002333;0.011858;1.460395;0.684746
61763;0.170481;0.069513;-0.057634;0.608504;0.565074;6.064812;1.066177;0.002527;0.011664;1.460395;0.684746
61796;0.171110;0.069199;-0.061790;0.603411;0.605779;6.064058;1.142979;0.002722;0.011469;1.460395;0.684746
61844;0.169852;0.069513;-0.057890;0.608504;0.567587;6.064767;1.070918;0.002527;0.011664;1.460395;0.684746
61876;0.167964;0.069828;-0.054163;0.613553;0.531078;6.065401;1.002033;0.002333;0.011858;1.460395;0.684746
61908;0.164190;0.070457;-0.046395;0.623531;0.454975;6.066586;0.858444;0.001944;0.012247;1.460395;0.684746
61940;0.158214;0.071086;-0.038830;0.633351;0.380827;6.067565;0.718542;0.001555;0.012636;1.460395;0.684746
61972;0.151608;0.071086;-0.040915;0.633351;0.401264;6.067312;0.757102;0.001555;0.012636;1.460395;0.684746
62004;0.144059;0.072030;-0.027246;0.647801;0.267253;6.068726;0.504251;0.000972;0.013219;1.460395;0.684746
62036;0.135881;0.072344;-0.023459;0.652547;0.230115;6.069018;0.434179;0.000778;0.013413;1.460395;0.684746
62068;0.126760;0.072344;-0.025640;0.652547;0.251497;6.068855;0.474523;0.000778;0.013413;1.460395;0.684746
62100;0.117323;0.072973;-0.014184;0.661937;0.139142;6.069547;0.262532;0.000389;0.013802;1.460395;0.684746
62131;0.107258;0.072344;-0.031997;0.652547;0.313840;6.068299;0.592150;0.000778;0.013413;1.460395;0.684746
62164;0.097507;0.072344;-0.036526;0.652547;0.358237;6.067828;0.675918;0.000778;0.013413;1.460395;0.684746
62212;0.087757;0.071715;-0.063808;0.643021;0.625533;6.063673;1.180251;0.001166;0.013024;1.460395;0.684746
62244;0.078320;0.071715;-0.075913;0.643021;0.743990;6.061106;1.403756;0.001166;0.013024;1.460395;0.684746
62276;0.069513;0.070772;-0.138241;0.628460;1.351829;6.040830;2.550620;0.001750;0.012441;1.460395;0.684746
62308;0.061964;0.069828;-0.225455;0.613553;2.193026;5.992554;4.137786;0.002333;0.011858;1.460395;0.684746
62340;0.055359;0.067626;-0.439829;0.577277;4.176944;5.773782;7.881028;0.003694;0.010497;1.460395;0.684746
62372;0.050012;0.067312;-0.572103;0.571907;5.311146;5.565642;10.021032;0.003888;0.010303;1.460395;0.684746
62404;0.047496;0.066368;-0.732113;0.555485;6.557423;5.234746;12.372497;0.004471;0.009720;1.460395;0.684746
62435;0.044036;0.065110;-1.007253;0.532803;8.293054;4.436333;15.647273;0.005249;0.008942;1.460395;0.684746
62467;0.042148;0.063223;-1.309142;0.496841;9.476099;3.087159;17.879434;0.006415;0.007776;1.460395;0.684746
62499;0.042463;0.062593;-1.343926;0.484261;9.558621;2.878729;18.035134;0.006804;0.007387;1.460395;0.684746
62548;0.042463;0.062908;-1.315777;0.490591;9.492730;3.048637;17.910812;0.006609;0.007581;1.460395;0.684746
62580;0.041834;0.063852;-1.271677;0.509111;9.374400;3.294979;17.687548;0.006026;0.008165;1.460395;0.684746
62612;0.042777;0.063852;-1.206460;0.509111;9.166075;3.623298;17.294482;0.006026;0.008165;1.460395;0.684746
62644;0.045923;0.065110;-0.912697;0.532803;7.761241;4.746975;14.643852;0.005249;0.008942;1.460395;0.684746
62676;0.050012;0.066368;-0.652312;0.555485;5.954916;5.410969;11.235690;0.004471;0.009720;1.460395;0.684746
62708;0.054101;0.068255;-0.413748;0.587870;3.944050;5.808124;7.441603;0.003305;0.010886;1.460395;0.684746
62740;0.060077;0.069828;-0.238858;0.613553;2.320978;5.983067;4.379204;0.002333;0.011858;1.460395;0.684746
62771;0.067941;0.070142;-0.175548;0.618562;1.713292;6.023028;3.232627;0.002138;0.012053;1.460395;0.684746
62803;0.073288;0.071086;-0.112557;0.633351;1.101855;6.050618;2.078972;0.001555;0.012636;1.460395;0.684746
62835;0.079579;0.071715;-0.074040;0.643021;0.725671;6.061532;1.369191;0.001166;0.013024;1.460395;0.684746
62868;0.087757;0.071715;-0.063808;0.643021;0.625533;6.063673;1.180251;0.001166;0.013024;1.460395;0.684746
62916;0.096564;0.072659;-0.027776;0.657259;0.272447;6.068682;0.514052;0.000583;0.013608;1.460395;0.684746
62948;0.106000;0.072344;-0.032517;0.652547;0.318940;6.068248;0.601774;0.000778;0.013413;1.460395;0.684746
62980;0.114178;0.072659;-0.022058;0.657259;0.216371;6.069114;0.408247;0.000583;0.013608;1.460395;0.684746
63012;0.122985;0.072659;-0.019999;0.657259;0.196180;6.069246;0.370152;0.000583;0.013608;1.460395;0.684746
63044;0.131163;0.072344;-0.024539;0.652547;0.240700;6.068939;0.454151;0.000778;0.013413;1.460395;0.684746
63076;0.138712;0.072030;-0.028569;0.647801;0.280229;6.068614;0.528733;0.000972;0.013219;1.460395;0.684746
63108;0.145317;0.071715;-0.032342;0.643021;0.317222;6.068265;0.598531;0.001166;0.013024;1.460395;0.684746
63140;0.150979;0.071401;-0.035986;0.638204;0.352945;6.067888;0.665934;0.001361;0.012830;1.460395;0.684746
63171;0.156012;0.071086;-0.039501;0.633351;0.387404;6.067485;0.730952;0.001555;0.012636;1.460395;0.684746
63203;0.159786;0.070457;-0.047952;0.623531;0.470233;6.066363;0.887232;0.001944;0.012247;1.460395;0.684746
63236;0.162303;0.070142;-0.051753;0.618562;0.507472;6.065788;0.957494;0.002138;0.012053;1.460395;0.684746
63283;0.163561;0.069513;-0.060588;0.608504;0.594000;6.064282;1.120755;0.002527;0.011664;1.460395;0.684746
63317;0.163246;0.069513;-0.060729;0.608504;0.595385;6.064255;1.123369;0.002527;0.011664;1.460395;0.684746
63348;0.161359;0.070457;-0.047384;0.623531;0.464668;6.066445;0.876732;0.001944;0.012247;1.460395;0.684746
63381;0.157899;0.070772;-0.043789;0.628460;0.429429;6.066943;0.810244;0.001750;0.012441;1.460395;0.684746
63412;0.153496;0.071086;-0.040297;0.633351;0.395205;6.067388;0.745669;0.001555;0.012636;1.460395;0.684746
63444;0.148148;0.072030;-0.026314;0.647801;0.258113;6.068802;0.487006;0.000972;0.013219;1.460395;0.684746
63476;0.141858;0.072030;-0.027776;0.647801;0.272447;6.068682;0.514052;0.000972;0.013219;1.460395;0.684746
63507;0.134309;0.072030;-0.029760;0.647801;0.291900;6.068509;0.550754;0.000972;0.013219;1.460395;0.684746
63539;0.126445;0.072344;-0.025722;0.652547;0.252306;6.068849;0.476048;0.000778;0.013413;1.460395;0.684746
63571;0.117638;0.072659;-0.021201;0.657259;0.207962;6.069171;0.392382;0.000583;0.013608;1.460395;0.684746
63603;0.108831;0.072659;-0.023528;0.657259;0.230792;6.069013;0.435456;0.000583;0.013608;1.460395;0.684746
63652;0.100338;0.072344;-0.035084;0.652547;0.344105;6.067985;0.649254;0.000778;0.013413;1.460395;0.684746
63684;0.091531;0.072030;-0.049990;0.647801;0.490194;6.066060;0.924894;0.000972;0.013219;1.460395;0.684746
63715;0.082409;0.071715;-0.070147;0.643021;0.687575;6.062384;1.297311;0.001166;0.013024;1.460395;0.684746
63748;0.074546;0.071086;-0.109480;0.633351;1.071850;6.051656;2.022359;0.001555;0.012636;1.460395;0.684746
63781;0.068255;0.070457;-0.158398;0.623531;1.547396;6.031740;2.919615;0.001944;0.012247;1.460395;0.684746
63812;0.060392;0.069199;-0.275472;0.603411;2.668335;5.954327;5.034595;0.002722;0.011469;1.460395;0.684746
63844;0.054730;0.067941;-0.427121;0.582598;4.063813;5.790787;7.667571;0.003499;0.010692;1.460395;0.684746
63876;0.050641;0.067312;-0.556599;0.571907;5.182642;5.593021;9.778569;0.003888;0.010303;1.460395;0.684746
63908;0.047181;0.065110;-0.858357;0.532803;7.423910;4.907511;14.007378;0.005249;0.008942;1.460395;0.684746
63939;0.044036;0.064795;-1.038292;0.526980;8.451692;4.324924;15.946590;0.005443;0.008748;1.460395;0.684746
63972;0.042777;0.061964;-1.376290;0.471345;9.625015;2.668543;18.160406;0.007193;0.006998;1.460395;0.684746
64020;0.042463;0.061964;-1.398385;0.471345;9.664557;2.514108;18.235014;0.007193;0.006998;1.460395;0.684746
64051;0.043092;0.061964;-1.354773;0.471345;9.581991;2.810199;18.079230;0.007193;0.006998;1.460395;0.684746
64084;0.044350;0.063852;-1.109991;0.509111;8.786767;4.047591;16.578806;0.006026;0.008165;1.460395;0.684746
64116;0.046552;0.065110;-0.884748;0.532803;7.590543;4.831100;14.321780;0.005249;0.008942;1.460395;0.684746
64147;0.049383;0.066682;-0.643501;0.561013;5.886000;5.429041;11.105661;0.004277;0.009914;1.460395;0.684746
64180;0.054101;0.067312;-0.484143;0.571907;4.566068;5.710419;8.615223;0.003888;0.010303;1.460395;0.684746
64212;0.059448;0.069513;-0.263766;0.608504;2.557647;5.963966;4.825749;0.002527;0.011664;1.460395;0.684746
64244;0.066997;0.070142;-0.179842;0.618562;1.754751;6.020707;3.310851;0.002138;0.012053;1.460395;0.684746
64276;0.072030;0.071086;-0.115812;0.633351;1.133582;6.049488;2.138834;0.001555;0.012636;1.460395;0.684746
64308;0.079893;0.071401;-0.085837;0.638204;0.841026;6.058669;1.586841;0.001361;0.012830;1.460395;0.684746
64339;0.087757;0.072344;-0.042547;0.652547;0.417258;6.067106;0.787279;0.000778;0.013413;1.460395;0.684746
64387;0.096249;0.072659;-0.027905;0.657259;0.273714;6.068671;0.516442;0.000583;0.013608;1.460395;0.684746
64420;0.104113;0.072659;-0.024999;0.657259;0.245212;6.068904;0.462664;0.000583;0.013608;1.460395;0.684746
64451;0.111976;0.072659;-0.022641;0.657259;0.222085;6.069075;0.419028;0.000583;0.013608;1.460395;0.684746
64484;0.119840;0.072659;-0.020689;0.657259;0.202944;6.069203;0.382913;0.000583;0.013608;1.460395;0.684746
64516;0.127389;0.072344;-0.025476;0.652547;0.249896;6.068868;0.471501;0.000778;0.013413;1.460395;0.684746
64548;0.134309;0.072344;-0.023808;0.652547;0.233538;6.068993;0.440638;0.000778;0.013413;1.460395;0.684746
64580;0.140599;0.072030;-0.028088;0.647801;0.275507;6.068656;0.519825;0.000972;0.013219;1.460395;0.684746
64612;0.146261;0.071715;-0.032083;0.643021;0.314678;6.068291;0.593733;0.001166;0.013024;1.460395;0.684746
64644;0.150350;0.071401;-0.036172;0.638204;0.354768;6.067867;0.669373;0.001361;0.012830;1.460395;0.684746
64676;0.153810;0.070772;-0.045218;0.628460;0.443442;6.066750;0.836682;0.001750;0.012441;1.460395;0.684746
64708;0.156326;0.070772;-0.044328;0.628460;0.434712;6.066871;0.820212;0.001750;0.012441;1.460395;0.684746
64755;0.157270;0.070142;-0.053777;0.618562;0.527296;6.065464;0.994898;0.002138;0.012053;1.460395;0.684746
